PWSID	PWSName	Size	FacilityID	FacilityName	FacilityWaterType	SamplePointID	SamplePointName	SamplePointType	AssociatedFacilityID	AssociatedSamplePointID	CollectionDate	SampleID	Contaminant	MRL	Units	MethodID	AnalyticalResultsSign	AnalyticalResultValue	SampleEventCode	MonitoringRequirement	Region	State	UCMR1SampleType
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFHxS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFDoA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFOA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFOS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	ADONA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFEESA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFHpA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFBS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFHpS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFPeS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	NFDHA	0.02	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	HFPO-DA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFNA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFMBA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFBA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	6:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	4:2 FTS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	8:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFMPA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFPeA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFTA	0.008	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	PFTrDA	0.007	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			10/17/2023	3917153	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFTrDA	0.007	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFTA	0.008	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFHpA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	lithium	9	µg/L	EPA 200.7	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFMPA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFMBA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFPeA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	NFDHA	0.02	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFHpS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFBS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFPeS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	4:2 FTS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFEESA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	8:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFHxS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	6:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFBA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	HFPO-DA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	ADONA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFHxA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFNA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFOS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFDoA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			1/30/2024	3966893	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFMBA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	6:2 FTS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	4:2 FTS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	8:2 FTS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFOA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFMPA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFPeA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFOS	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFHxS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFHpS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	HFPO-DA	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFHpA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFHxA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFBS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFEESA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	NFDHA	0.02	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFPeS	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFNA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	lithium	9	µg/L	EPA 200.7	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFBA	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFUnA	0.002	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFDoA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFDA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFTrDA	0.007	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	PFTA	0.008	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	ADONA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			4/18/2024	4007030	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFTA	0.008	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFTrDA	0.007	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	lithium	9	µg/L	EPA 200.7	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFHxS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFHxA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFBS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFHpA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFMBA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFEESA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	NFDHA	0.02	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFPeS	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFHpS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFNA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFOA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFOS	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFDoA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFPeA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFUnA	0.002	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	ADONA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	HFPO-DA	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFBA	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	6:2 FTS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	4:2 FTS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	8:2 FTS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFMPA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002000	SUPERACUEDUCTO	L	2000	SUPERACUEDUCTO	SW	200002	SUPERACUEDUCTO-SALIDA	EP			7/18/2024	4050397	PFDA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	6:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFHpA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFHxS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
