PWSID	PWSName	Size	FacilityID	FacilityName	FacilityWaterType	SamplePointID	SamplePointName	SamplePointType	AssociatedFacilityID	AssociatedSamplePointID	CollectionDate	SampleID	Contaminant	MRL	Units	MethodID	AnalyticalResultsSign	AnalyticalResultValue	SampleEventCode	MonitoringRequirement	Region	State	UCMR1SampleType
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFTA	0.008	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFMBA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFPeA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFMPA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	8:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	4:2 FTS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	6:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFBA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFPeS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	ADONA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFOS	0.004	µg/L	EPA 533	=	0.0042	SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFHpS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	lithium	9	µg/L	EPA 200.7	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFBS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFHpA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	HFPO-DA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFNA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	NFDHA	0.02	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFDoA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFHxA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			1/30/2025	4144145	PFHxS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	NFDHA	0.02	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	lithium	9	µg/L	EPA 200.7	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFTA	0.008	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFPeS	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFTrDA	0.007	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFEESA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFMBA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFPeA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFMPA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	8:2 FTS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	4:2 FTS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	6:2 FTS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFBA	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	HFPO-DA	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	ADONA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFHpA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFHpS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFHxS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFNA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFOS	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFOA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFDA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFDoA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFHxA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFUnA	0.002	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			4/30/2025	4189287	PFBS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFMBA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	ADONA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	HFPO-DA	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFBA	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	6:2 FTS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	4:2 FTS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	8:2 FTS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFPeA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	NFDHA	0.02	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFNA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFHpS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFPeS	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFEESA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFMPA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFHpA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFTrDA	0.007	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	lithium	9	µg/L	EPA 200.7	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFOA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFTA	0.008	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFHxS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFOS	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFDA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFDoA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFHxA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFUnA	0.002	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005046	AGUAS BUENAS URBANO	L	00005	PF AGUAS BUENAS	SW	5046005	PF AGUAS BUENAS	EP			7/15/2025	4225439	PFBS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFPeS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFEESA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFHpS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	lithium	9	µg/L	EPA 200.7	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFBS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFHpA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFHxS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFNA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFOS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFOA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFDoA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	8:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFMBA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFPeA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFMPA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFTrDA	0.007	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	NFDHA	0.02	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	4:2 FTS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	6:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFBA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	HFPO-DA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	ADONA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			2/26/2024	3981171	PFTA	0.008	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFBA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFHpA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFHxS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFNA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFOS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFDoA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFHxA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0005066	CAGUAS SUR	L	00004	PF CAGUAS SUR	SW	5066004	PF CAGUAS SUR	EP			5/31/2024	4026123	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
